"","V1"
"Q 76712",2
"Q 76713",3
"Q 76714",3
"Q 76715",3
"Q 76716",3
"Q 76717",4
"Q 76718",5
"Q 76719",4
"Q 76720",2
"Q 76721",4
"Q 76722",2
"Q 76723",1
"Q 76724",3
"Q 76725",3
"Q 76726",3
"Q 76727",4
"Q 76728",3
"Q 76729",5
"Q 76730",3
"Q 76731",2
"Q 76732",5
"Q 76733",4
"Q 76734",5
"Q 76735",1
"Q 76736",2
"Q 76737",3
"Q 76738",3
"Q 76739",1
"Q 76740",3
"Q 76741",3
"Q 76742",3
"Q 76743",3
"Q 76744",4
"Q 76745",4
"Q 76746",2
"Q 76747",5
"Q 76748",1
"Q 76749",4
"Q 76750",2
"Q 76751",2
"Q 76752",5
"Q 76753",3
"Q 76754",2
"Q 76755",5
"Q 76756",1
"Q 76757",5
"Q 76758",3
"Q 76759",5
"Q 76760",3
"Q 76761",1
"Q 76762",4
"Q 76763",1
"Q 76764",1
"Q 76765",2
"Q 76766",3
"Q 76767",1
"Q 76768",4
"Q 76769",3
"Q 76770",3
"Q 76771",3
"Q 76772",2
"Q 76773",3
"Q 76774",5
"Q 76775",3
"Q 76776",5
"Q 76777",5
"Q 76778",2
"Q 76779",2
"Q 76780",2
"Q 76781",3
"Q 76782",1
"Q 76783",3
"Q 76784",3
"Q 76785",3
"Q 76786",2
"Q 76787",5
"Q 76788",2
"Q 76789",5
"Q 76790",4
"Q 76791",4
"Q 76792",5
"Q 76793",1
"Q 76794",4
"Q 76795",2
"Q 76796",4
"Q 76797",3
"Q 76798",4
"Q 76799",2
"Q 76800",2
"Q 76801",5
"Q 76802",1
"Q 76803",2
"Q 76804",3
"Q 76805",3
"Q 76806",1
"Q 76807",1
"Q 76808",4
"Q 76809",2
"Q 76810",1
"Q 76811",2
"Q 76812",3
"Q 76813",2
"Q 76814",4
"Q 76815",3
"Q 76816",2
"Q 76817",3
"Q 76818",3
"Q 76819",5
"Q 76820",3
"Q 76821",1
"Q 76822",1
"Q 76823",1
"Q 76824",1
"Q 76825",4
"Q 76826",1
"Q 76827",5
"Q 76828",5
"Q 76829",1
"Q 76830",4
"Q 76831",2
"Q 76832",3
"Q 76833",2
"Q 76834",1
"Q 76835",4
"Q 76836",1
"Q 76837",2
"Q 76838",5
"Q 76839",4
"Q 76840",5
"Q 76841",2
"Q 76842",5
"Q 76843",3
"Q 76844",4
"Q 76845",4
"Q 76846",1
"Q 76847",5
"Q 76848",3
"Q 76849",3
"Q 76850",1
"Q 76851",1
"Q 76852",1
"Q 76853",5
"Q 76854",2
"Q 76855",1
"Q 76856",1
"Q 76857",3
"Q 76858",3
"Q 76859",1
"Q 76860",3
"Q 76861",2
"Q 76862",4
"Q 76863",4
"Q 76864",3
"Q 76865",5
"Q 76866",1
"Q 76867",4
"Q 76868",5
"Q 76869",3
"Q 76870",3
"Q 76871",1
"Q 76872",2
"Q 76873",1
"Q 76874",2
"Q 76875",3
"Q 76876",5
"Q 76877",3
"Q 76878",4
"Q 76879",4
"Q 76880",3
"Q 76881",4
"Q 76882",2
"Q 76883",1
"Q 76884",3
"Q 76885",4
"Q 76886",3
"Q 76887",5
"Q 76888",5
"Q 76889",4
"Q 76890",1
"Q 76891",5
"Q 76892",1
"Q 76893",2
"Q 76894",3
"Q 76895",1
"Q 76896",1
"Q 76897",3
"Q 76898",5
"Q 76899",3
"Q 76900",2
"Q 76901",3
"Q 76902",1
"Q 76903",2
"Q 76904",1
"Q 76905",2
"Q 76906",5
"Q 76907",5
"Q 76908",2
"Q 76909",4
"Q 76910",2
"Q 76911",2
"Q 76912",1
"Q 76913",5
"Q 76914",5
"Q 76915",3
"Q 76916",4
"Q 76917",5
"Q 76918",5
"Q 76919",2
"Q 76920",5
"Q 76921",1
"Q 76922",1
"Q 76923",4
"Q 76924",2
"Q 76925",2
"Q 76926",3
"Q 76927",1
"Q 76928",3
"Q 76929",5
"Q 76930",3
"Q 76931",3
"Q 76932",4
"Q 76933",1
"Q 76934",1
"Q 76935",2
"Q 76936",1
"Q 76937",2
"Q 76938",1
"Q 76939",3
"Q 76940",3
"Q 76941",1
"Q 76942",5
"Q 76943",3
"Q 76944",3
"Q 76945",5
"Q 76946",1
"Q 76947",4
"Q 76948",1
"Q 76949",3
"Q 76950",5
"Q 76951",5
"Q 76952",2
"Q 76953",1
"Q 76954",4
"Q 76955",5
"Q 76956",3
"Q 76957",3
"Q 76958",2
"Q 76959",5
"Q 76960",2
"Q 76961",3
"Q 76962",4
"Q 76963",3
"Q 76964",2
"Q 76965",4
"Q 76966",5
"Q 76967",3
"Q 76968",1
"Q 76969",2
"Q 76970",3
"Q 76971",5
"Q 76972",3
"Q 76973",2
"Q 76974",1
"Q 76975",5
"Q 76976",5
"Q 76977",2
"Q 76978",1
"Q 76979",1
"Q 76980",5
"Q 76981",3
"Q 76982",1
"Q 76983",5
"Q 76984",1
"Q 76985",3
"Q 76986",4
"Q 76987",4
"Q 76988",5
"Q 76989",2
"Q 76990",4
"Q 76991",5
"Q 76992",1
"Q 76993",5
"Q 76994",4
"Q 76995",5
"Q 76996",3
"Q 76997",2
"Q 76998",5
"Q 76999",3
"Q 77000",4
"Q 77001",3
"Q 77002",5
"Q 77003",3
"Q 77004",2
"Q 77005",2
"Q 77006",2
"Q 77007",2
"Q 77008",2
"Q 77009",2
"Q 77010",5
"Q 77011",5
"Q 77012",2
"Q 77013",2
"Q 77014",4
"Q 77015",3
"Q 77016",2
"Q 77017",2
"Q 77018",4
"Q 77019",2
"Q 77020",3
"Q 77021",1
"Q 77022",5
"Q 77023",3
"Q 77024",2
"Q 77025",4
"Q 77026",3
"Q 77027",4
"Q 77028",4
"Q 77029",3
"Q 77030",3
"Q 77031",5
"Q 77032",2
"Q 77033",1
"Q 77034",5
"Q 77035",5
"Q 77036",5
"Q 77037",3
"Q 77038",2
"Q 77039",2
"Q 77040",1
"Q 77041",2
"Q 77042",3
"Q 77043",1
"Q 77044",2
"Q 77045",3
"Q 77046",2
"Q 77047",4
"Q 77048",5
"Q 77049",3
"Q 77050",1
"Q 77051",2
"Q 77052",5
"Q 77053",3
"Q 77054",4
"Q 77055",3
"Q 77056",3
"Q 77057",4
"Q 77058",1
"Q 77059",2
"Q 77060",4
"Q 77061",4
"Q 77062",1
"Q 77063",1
"Q 77064",2
"Q 77065",1
"Q 77066",1
"Q 77067",2
"Q 77068",1
"Q 77069",4
"Q 77070",2
"Q 77071",2
"Q 77072",3
"Q 77073",4
"Q 77074",2
"Q 77075",2
"Q 77076",5
"Q 77077",2
"Q 77078",3
"Q 77079",2
"Q 77080",3
"Q 77081",3
"Q 77082",5
"Q 77083",2
"Q 77084",1
"Q 77085",5
"Q 77086",2
"Q 77087",3
"Q 77088",3
"Q 77089",5
"Q 77090",1
"Q 77091",2
"Q 77092",5
"Q 77093",5
"Q 77094",5
"Q 77095",1
"Q 77096",5
"Q 77097",1
"Q 77098",2
"Q 77099",3
"Q 77100",2
"Q 77101",2
"Q 77102",2
"Q 77103",1
"Q 77104",1
"Q 77105",3
"Q 77106",2
"Q 77107",2
"Q 77108",1
"Q 77109",3
"Q 77110",5
"Q 77111",2
"Q 77112",4
"Q 77113",4
"Q 77114",4
"Q 77115",1
"Q 77116",5
"Q 77117",4
"Q 77118",2
"Q 77119",5
"Q 77120",1
"Q 77121",3
"Q 77122",3
"Q 77123",1
"Q 77124",3
"Q 77125",1
"Q 77126",2
"Q 77127",3
"Q 77128",1
"Q 77129",5
"Q 77130",3
"Q 77131",3
"Q 77132",2
"Q 77133",5
"Q 77134",5
"Q 77135",5
"Q 77136",5
"Q 77137",5
"Q 77138",4
"Q 77139",5
"Q 77140",3
"Q 77141",2
"Q 77142",5
"Q 77143",4
"Q 77144",1
"Q 77145",4
"Q 77146",1
"Q 77147",5
"Q 77148",2
"Q 77149",1
"Q 77150",1
"Q 77151",2
"Q 77152",2
"Q 77153",1
"Q 77154",5
"Q 77155",2
"Q 77156",1
"Q 77157",5
"Q 77158",3
"Q 77159",2
"Q 77160",5
"Q 77161",4
"Q 77162",4
"Q 77163",2
"Q 77164",1
"Q 77165",3
"Q 77166",3
"Q 77167",5
"Q 77168",3
"Q 77169",1
"Q 77170",3
"Q 77171",2
"Q 77172",5
"Q 77173",5
"Q 77174",3
"Q 77175",1
"Q 77176",2
"Q 77177",5
"Q 77178",4
"Q 77179",5
"Q 77180",3
"Q 77181",1
"Q 77182",4
"Q 77183",3
"Q 77184",3
"Q 77185",1
"Q 77186",3
"Q 77187",3
"Q 77188",3
"Q 77189",1
"Q 77190",4
"Q 77191",2
"Q 77192",2
"Q 77193",1
"Q 77194",4
"Q 77195",4
"Q 77196",3
"Q 77197",3
"Q 77198",5
"Q 77199",5
"Q 77200",1
"Q 77201",1
"Q 77202",3
"Q 77203",1
"Q 77204",1
"Q 77205",1
"Q 77206",2
"Q 77207",4
"Q 77208",1
"Q 77209",3
"Q 77210",5
"Q 77211",3
"Q 77212",5
"Q 77213",4
"Q 77214",1
"Q 77215",1
"Q 77216",2
"Q 77217",4
"Q 77218",3
"Q 77219",1
"Q 77220",2
"Q 77221",2
"Q 77222",3
"Q 77223",3
"Q 77224",4
"Q 77225",2
"Q 77226",1
"Q 77227",5
"Q 77228",2
"Q 77229",2
"Q 77230",4
"Q 77231",3
"Q 77232",2
"Q 77233",5
"Q 77234",2
"Q 77235",1
"Q 77236",5
"Q 77237",1
"Q 77238",3
"Q 77239",1
"Q 77240",2
"Q 77241",2
"Q 77242",3
"Q 77243",3
"Q 77244",1
"Q 77245",1
"Q 77246",4
"Q 77247",3
"Q 77248",1
"Q 77249",3
"Q 77250",4
"Q 77251",3
"Q 77252",1
"Q 77253",2
"Q 77254",2
"Q 77255",3
"Q 77256",2
"Q 77257",4
"Q 77258",3
"Q 77259",1
"Q 77260",3
"Q 77261",3
"Q 77262",5
"Q 77263",2
"Q 77264",1
"Q 77265",5
"Q 77266",4
"Q 77267",1
"Q 77268",4
"Q 77269",2
"Q 77270",5
"Q 77271",4
"Q 77272",4
"Q 77273",4
"Q 77274",3
"Q 77275",4
"Q 77276",5
"Q 77277",3
"Q 77278",1
"Q 77279",1
"Q 77280",2
"Q 77281",3
"Q 77282",4
"Q 77283",4
"Q 77284",3
"Q 77285",1
"Q 77286",4
"Q 77287",1
"Q 77288",2
"Q 77289",2
"Q 77290",4
"Q 77291",4
"Q 77292",4
"Q 77293",2
"Q 77294",1
"Q 77295",3
"Q 77296",2
"Q 77297",2
"Q 77298",1
"Q 77299",5
"Q 77300",2
"Q 77301",4
"Q 77302",2
"Q 77303",3
"Q 77304",5
"Q 77305",1
"Q 77306",5
"Q 77307",1
"Q 77308",2
"Q 77309",5
"Q 77310",3
"Q 77311",5
"Q 77312",3
"Q 77313",4
"Q 77314",2
"Q 77315",3
"Q 77316",1
"Q 77317",2
"Q 77318",2
"Q 77319",3
"Q 77320",5
"Q 77321",5
"Q 77322",3
"Q 77323",3
"Q 77324",4
"Q 77325",5
"Q 77326",5
"Q 77327",5
"Q 77328",3
"Q 77329",2
"Q 77330",3
"Q 77331",1
"Q 77332",5
"Q 77333",5
"Q 77334",4
"Q 77335",2
"Q 77336",5
"Q 77337",3
"Q 77338",1
"Q 77339",5
"Q 77340",4
"Q 77341",1
"Q 77342",1
"Q 77343",1
"Q 77344",2
"Q 77345",2
"Q 77346",5
"Q 77347",3
"Q 77348",3
"Q 77349",3
"Q 77350",4
"Q 77351",5
"Q 77352",5
"Q 77353",1
"Q 77354",4
"Q 77355",1
"Q 77356",5
"Q 77357",5
"Q 77358",5
"Q 77359",1
"Q 77360",4
"Q 77361",4
"Q 77362",2
"Q 77363",2
"Q 77364",1
"Q 77365",4
"Q 77366",2
"Q 77367",3
"Q 77368",2
"Q 77369",1
"Q 77370",4
"Q 77371",2
"Q 77372",1
"Q 77373",4
"Q 77374",3
"Q 77375",3
"Q 77376",3
"Q 77377",2
"Q 77378",4
"Q 77379",3
"Q 77380",1
"Q 77381",3
"Q 77382",4
"Q 77383",2
"Q 77384",3
"Q 77385",5
"Q 77386",1
"Q 77387",1
"Q 77388",2
"Q 77389",4
"Q 77390",4
"Q 77391",4
"Q 77392",5
"Q 77393",3
"Q 77394",3
"Q 77395",1
"Q 77396",2
"Q 77397",3
"Q 77398",1
"Q 77399",5
"Q 77400",1
"Q 77401",2
"Q 77402",4
"Q 77403",1
"Q 77404",2
"Q 77405",1
"Q 77406",5
"Q 77407",3
"Q 77408",3
"Q 77409",2
"Q 77410",2
"Q 77411",4
"Q 77412",4
"Q 77413",4
"Q 77414",1
"Q 77415",1
"Q 77416",4
"Q 77417",2
"Q 77418",5
"Q 77419",2
"Q 77420",5
"Q 77421",5
"Q 77422",1
"Q 77423",5
"Q 77424",2
"Q 77425",2
"Q 77426",1
"Q 77427",4
"Q 77428",3
"Q 77429",3
"Q 77430",1
"Q 77431",5
"Q 77432",3
"Q 77433",5
"Q 77434",2
"Q 77435",2
"Q 77436",4
"Q 77437",2
"Q 77438",2
"Q 77439",2
"Q 77440",1
"Q 77441",5
"Q 77442",3
"Q 77443",5
"Q 77444",4
"Q 77445",5
"Q 77446",4
"Q 77447",1
"Q 77448",5
"Q 77449",5
"Q 77450",4
"Q 77451",5
"Q 77452",4
"Q 77453",4
"Q 77454",1
"Q 77455",5
"Q 77456",4
"Q 77457",1
"Q 77458",5
"Q 77459",4
"Q 77460",3
"Q 77461",5
"Q 77462",4
"Q 77463",1
"Q 77464",4
"Q 77465",4
"Q 77466",4
"Q 77467",3
"Q 77468",3
"Q 77469",2
"Q 77470",5
"Q 77471",2
"Q 77472",3
"Q 77473",1
"Q 77474",5
"Q 77475",2
"Q 77476",2
"Q 77477",3
"Q 77478",3
"Q 77479",4
"Q 77480",3
"Q 77481",3
"Q 77482",4
"Q 77483",3
"Q 77484",2
"Q 77485",3
"Q 77486",5
"Q 77487",5
"Q 77488",1
"Q 77489",1
"Q 77490",3
"Q 77491",5
"Q 77492",4
"Q 77493",5
"Q 77494",1
"Q 77495",5
"Q 77496",5
"Q 77497",4
"Q 77498",4
"Q 77499",5
"Q 77500",5
"Q 77501",1
"Q 77502",1
"Q 77503",2
"Q 77504",1
"Q 77505",2
"Q 77506",5
"Q 77507",4
"Q 77508",1
"Q 77509",2
"Q 77510",5
"Q 77511",3
"Q 77512",1
"Q 77513",3
"Q 77514",4
"Q 77515",4
"Q 77516",2
"Q 77517",3
"Q 77518",4
"Q 77519",2
"Q 77520",3
"Q 77521",2
"Q 77522",5
"Q 77523",5
"Q 77524",5
"Q 77525",3
"Q 77526",2
"Q 77527",2
"Q 77528",4
"Q 77529",5
"Q 77530",1
"Q 77531",2
"Q 77532",3
"Q 77533",2
"Q 77534",2
"Q 77535",3
"Q 77536",1
"Q 77537",1
"Q 77538",1
"Q 77539",4
"Q 77540",1
"Q 77541",1
"Q 77542",2
"Q 77543",5
"Q 77544",4
"Q 77545",4
"Q 77546",4
"Q 77547",4
"Q 77548",2
"Q 77549",3
"Q 77550",3
"Q 77551",3
"Q 77552",5
"Q 77553",5
"Q 77554",3
"Q 77555",4
"Q 77556",1
"Q 77557",1
"Q 77558",5
"Q 77559",5
"Q 77560",4
"Q 77561",4
"Q 77562",5
"Q 77563",3
"Q 77564",1
"Q 77565",5
"Q 77566",4
"Q 77567",3
"Q 77568",1
"Q 77569",1
"Q 77570",3
"Q 77571",4
"Q 77572",1
"Q 77573",4
"Q 77574",3
"Q 77575",5
"Q 77576",2
"Q 77577",2
"Q 77578",2
"Q 77579",4
"Q 77580",4
"Q 77581",2
"Q 77582",4
"Q 77583",1
"Q 77584",4
"Q 77585",1
"Q 77586",4
"Q 77587",4
"Q 77588",2
"Q 77589",5
"Q 77590",1
"Q 77591",3
"Q 77592",3
"Q 77593",3
"Q 77594",5
"Q 77595",1
"Q 77596",5
"Q 77597",1
"Q 77598",1
"Q 77599",3
"Q 77600",5
"Q 77601",5
"Q 77602",4
"Q 77603",1
"Q 77604",4
"Q 77605",1
"Q 77606",2
"Q 77607",5
"Q 77608",2
"Q 77609",1
"Q 77610",1
"Q 77611",3
"Q 77612",5
"Q 77613",1
"Q 77614",1
"Q 77615",4
"Q 77616",1
"Q 77617",3
"Q 77618",3
"Q 77619",4
"Q 77620",3
"Q 77621",4
"Q 77622",5
"Q 77623",2
"Q 77624",1
"Q 77625",1
"Q 77626",3
"Q 77627",5
"Q 77628",3
"Q 77629",5
"Q 77630",5
"Q 77631",1
"Q 77632",3
"Q 77633",1
"Q 77634",1
"Q 77635",3
"Q 77636",5
"Q 77637",3
"Q 77638",2
"Q 77639",2
"Q 77640",5
"Q 77641",1
"Q 77642",3
"Q 77643",2
"Q 77644",1
"Q 77645",1
"Q 77646",3
"Q 77647",1
"Q 77648",1
"Q 77649",1
"Q 77650",2
"Q 77651",4
"Q 77652",5
"Q 77653",2
"Q 77654",3
"Q 77655",5
"Q 77656",4
"Q 77657",2
"Q 77658",2
"Q 77659",4
"Q 77660",2
"Q 77661",4
"Q 77662",1
"Q 77663",3
"Q 77664",3
"Q 77665",5
"Q 77666",1
"Q 77667",5
"Q 77668",4
"Q 77669",3
"Q 77670",2
"Q 77671",3
"Q 77672",2
"Q 77673",5
"Q 77674",1
"Q 77675",2
"Q 77676",1
"Q 77677",2
"Q 77678",3
"Q 77679",2
"Q 77680",1
"Q 77681",5
"Q 77682",3
"Q 77683",4
"Q 77684",3
"Q 77685",2
"Q 77686",2
"Q 77687",5
"Q 77688",3
"Q 77689",2
"Q 77690",2
"Q 77691",3
"Q 77692",3
"Q 77693",4
"Q 77694",3
"Q 77695",4
"Q 77696",2
"Q 77697",1
"Q 77698",5
"Q 77699",1
"Q 77700",3
"Q 77701",4
"Q 77702",5
"Q 77703",2
"Q 77704",4
"Q 77705",5
"Q 77706",4
"Q 77707",1
"Q 77708",4
"Q 77709",3
"Q 77710",5
"Q 77711",4
"Q 77712",5
"Q 77713",1
"Q 77714",3
"Q 77715",1
"Q 77716",3
"Q 77717",1
"Q 77718",4
"Q 77719",4
"Q 77720",3
"Q 77721",2
"Q 77722",1
"Q 77723",2
"Q 77724",1
"Q 77725",5
"Q 77726",5
"Q 77727",1
"Q 77728",3
"Q 77729",4
"Q 77730",1
"Q 77731",5
"Q 77732",5
"Q 77733",2
"Q 77734",5
"Q 77735",5
"Q 77736",5
"Q 77737",1
"Q 77738",1
"Q 77739",1
"Q 77740",4
"Q 77741",5
"Q 77742",1
"Q 77743",1
"Q 77744",5
"Q 77745",5
"Q 77746",1
"Q 77747",2
"Q 77748",5
"Q 77749",4
"Q 77750",4
"Q 77751",5
"Q 77752",3
"Q 77753",4
"Q 77754",3
"Q 77755",1
"Q 77756",2
"Q 77757",2
"Q 77758",3
"Q 77759",1
"Q 77760",2
"Q 77761",5
"Q 77762",2
"Q 77763",2
"Q 77764",4
"Q 77765",1
"Q 77766",5
"Q 77767",2
"Q 77768",1
"Q 77769",2
"Q 77770",1
"Q 77771",1
"Q 77772",2
"Q 77773",5
"Q 77774",5
"Q 77775",5
"Q 77776",5
"Q 77777",1
"Q 77778",5
"Q 77779",2
"Q 77780",4
"Q 77781",4
"Q 77782",2
"Q 77783",5
"Q 77784",2
"Q 77785",4
"Q 77786",1
"Q 77787",1
"Q 77788",4
"Q 77789",1
"Q 77790",4
"Q 77791",1
"Q 77792",2
"Q 77793",2
"Q 77794",4
"Q 77795",5
"Q 77796",3
"Q 77797",4
"Q 77798",4
"Q 77799",2
"Q 77800",5
"Q 77801",5
"Q 77802",2
"Q 77803",2
"Q 77804",3
"Q 77805",3
"Q 77806",1
"Q 77807",1
"Q 77808",5
"Q 77809",3
"Q 77810",2
"Q 77811",4
"Q 77812",5
"Q 77813",4
"Q 77814",1
"Q 77815",1
"Q 77816",5
"Q 77817",4
"Q 77818",1
"Q 77819",3
"Q 77820",1
"Q 77821",5
"Q 77822",4
"Q 77823",2
"Q 77824",2
"Q 77825",5
"Q 77826",1
"Q 77827",1
"Q 77828",4
"Q 77829",4
"Q 77830",3
"Q 77831",3
"Q 77832",5
"Q 77833",2
"Q 77834",3
"Q 77835",2
"Q 77836",2
"Q 77837",3
"Q 77838",1
"Q 77839",3
"Q 77840",2
"Q 77841",1
"Q 77842",1
"Q 77843",1
"Q 77844",5
"Q 77845",3
"Q 77846",5
"Q 77847",4
"Q 77848",2
"Q 77849",2
"Q 77850",4
"Q 77851",5
"Q 77852",2
"Q 77853",5
"Q 77854",2
"Q 77855",5
"Q 77856",2
"Q 77857",5
"Q 77858",1
"Q 77859",1
"Q 77860",5
"Q 77861",2
"Q 77862",1
"Q 77863",1
"Q 77864",3
"Q 77865",3
"Q 77866",5
"Q 77867",3
"Q 77868",2
"Q 77869",1
"Q 77870",3
"Q 77871",3
"Q 77872",5
"Q 77873",5
"Q 77874",3
"Q 77875",1
"Q 77876",1
"Q 77877",3
"Q 77878",5
"Q 77879",3
"Q 77880",1
"Q 77881",5
"Q 77882",3
"Q 77883",2
"Q 77884",3
"Q 77885",1
"Q 77886",5
"Q 77887",1
"Q 77888",2
"Q 77889",4
"Q 77890",2
"Q 77891",1
"Q 77892",2
"Q 77893",3
"Q 77894",4
"Q 77895",4
"Q 77896",3
"Q 77897",4
"Q 77898",5
"Q 77899",5
"Q 77900",5
"Q 77901",2
"Q 77902",2
"Q 77903",2
"Q 77904",5
"Q 77905",1
"Q 77906",1
"Q 77907",5
"Q 77908",5
"Q 77909",4
"Q 77910",3
"Q 77911",5
"Q 77912",3
"Q 77913",2
"Q 77914",4
"Q 77915",4
"Q 77916",3
"Q 77917",2
"Q 77918",5
"Q 77919",2
"Q 77920",4
"Q 77921",5
"Q 77922",1
"Q 77923",2
"Q 77924",1
"Q 77925",2
"Q 77926",5
"Q 77927",2
"Q 77928",2
"Q 77929",4
"Q 77930",1
"Q 77931",2
"Q 77932",4
"Q 77933",5
"Q 77934",2
"Q 77935",5
"Q 77936",4
"Q 77937",1
"Q 77938",4
"Q 77939",4
"Q 77940",5
"Q 77941",5
"Q 77942",5
"Q 77943",4
"Q 77944",5
"Q 77945",1
"Q 77946",4
"Q 77947",4
"Q 77948",4
"Q 77949",4
"Q 77950",1
"Q 77951",4
"Q 77952",4
"Q 77953",1
"Q 77954",1
"Q 77955",5
"Q 77956",5
"Q 77957",4
"Q 77958",2
"Q 77959",2
"Q 77960",4
"Q 77961",5
"Q 77962",4
"Q 77963",5
"Q 77964",4
"Q 77965",2
"Q 77966",5
"Q 77967",5
"Q 77968",1
"Q 77969",3
"Q 77970",3
"Q 77971",4
"Q 77972",4
"Q 77973",1
"Q 77974",1
"Q 77975",4
"Q 77976",1
"Q 77977",4
"Q 77978",1
"Q 77979",1
"Q 77980",3
"Q 77981",2
"Q 77982",3
"Q 77983",4
"Q 77984",4
"Q 77985",5
"Q 77986",1
"Q 77987",3
"Q 77988",2
"Q 77989",1
"Q 77990",5
"Q 77991",5
"Q 77992",1
"Q 77993",3
"Q 77994",4
"Q 77995",2
"Q 77996",4
"Q 77997",1
"Q 77998",2
"Q 77999",5
"Q 78000",3
"Q 78001",2
"Q 78002",5
"Q 78003",1
"Q 78004",4
"Q 78005",3
"Q 78006",1
"Q 78007",3
"Q 78008",5
"Q 78009",2
"Q 78010",1
"Q 78011",3
"Q 78012",5
"Q 78013",3
"Q 78014",5
"Q 78015",4
"Q 78016",5
"Q 78017",1
"Q 78018",2
"Q 78019",2
"Q 78020",5
"Q 78021",1
"Q 78022",4
"Q 78023",5
"Q 78024",3
"Q 78025",3
"Q 78026",1
"Q 78027",3
"Q 78028",4
"Q 78029",1
"Q 78030",3
"Q 78031",1
"Q 78032",5
"Q 78033",4
"Q 78034",1
"Q 78035",2
"Q 78036",1
"Q 78037",4
"Q 78038",5
"Q 78039",1
"Q 78040",5
"Q 78041",1
"Q 78042",3
"Q 78043",5
"Q 78044",3
"Q 78045",4
"Q 78046",2
"Q 78047",2
"Q 78048",4
"Q 78049",2
"Q 78050",3
"Q 78051",5
"Q 78052",1
"Q 78053",2
"Q 78054",5
"Q 78055",4
"Q 78056",1
"Q 78057",1
"Q 78058",3
"Q 78059",2
"Q 78060",1
"Q 78061",5
"Q 78062",2
"Q 78063",2
"Q 78064",5
"Q 78065",1
"Q 78066",5
"Q 78067",4
"Q 78068",2
"Q 78069",1
"Q 78070",2
"Q 78071",5
"Q 78072",5
"Q 78073",1
"Q 78074",5
"Q 78075",5
"Q 78076",1
"Q 78077",4
"Q 78078",2
"Q 78079",2
"Q 78080",2
"Q 78081",2
"Q 78082",4
"Q 78083",4
"Q 78084",1
"Q 78085",5
"Q 78086",2
"Q 78087",2
"Q 78088",5
"Q 78089",1
"Q 78090",1
"Q 78091",5
"Q 78092",4
"Q 78093",2
"Q 78094",3
"Q 78095",4
"Q 78096",5
"Q 78097",5
"Q 78098",1
"Q 78099",5
"Q 78100",5
"Q 78101",5
"Q 78102",5
"Q 78103",4
"Q 78104",1
"Q 78105",1
"Q 78106",2
"Q 78107",1
"Q 78108",1
"Q 78109",5
"Q 78110",5
"Q 78111",2
"Q 78112",5
"Q 78113",5
"Q 78114",1
"Q 78115",5
"Q 78116",2
"Q 78117",5
"Q 78118",3
"Q 78119",1
"Q 78120",2
"Q 78121",3
"Q 78122",3
"Q 78123",3
"Q 78124",4
"Q 78125",1
"Q 78126",5
"Q 78127",2
"Q 78128",2
"Q 78129",2
"Q 78130",1
"Q 78131",3
"Q 78132",5
"Q 78133",3
"Q 78134",3
"Q 78135",1
"Q 78136",2
"Q 78137",3
"Q 78138",1
"Q 78139",1
"Q 78140",3
"Q 78141",3
"Q 78142",5
"Q 78143",5
"Q 78144",4
"Q 78145",2
"Q 78146",4
"Q 78147",2
"Q 78148",1
"Q 78149",5
"Q 78150",3
"Q 78151",5
"Q 78152",2
"Q 78153",5
"Q 78154",3
"Q 78155",1
"Q 78156",2
"Q 78157",1
"Q 78158",5
"Q 78159",5
"Q 78160",5
"Q 78161",4
"Q 78162",3
"Q 78163",2
"Q 78164",4
"Q 78165",4
"Q 78166",4
"Q 78167",3
"Q 78168",5
"Q 78169",2
"Q 78170",2
"Q 78171",3
"Q 78172",2
"Q 78173",2
"Q 78174",2
"Q 78175",1
"Q 78176",5
"Q 78177",1
"Q 78178",1
"Q 78179",5
"Q 78180",2
"Q 78181",1
"Q 78182",3
"Q 78183",2
"Q 78184",1
"Q 78185",4
"Q 78186",3
"Q 78187",5
"Q 78188",1
"Q 78189",5
"Q 78190",2
"Q 78191",1
"Q 78192",4
"Q 78193",3
"Q 78194",5
"Q 78195",2
"Q 78196",2
"Q 78197",4
"Q 78198",1
"Q 78199",2
"Q 78200",1
"Q 78201",4
"Q 78202",3
"Q 78203",5
"Q 78204",1
"Q 78205",5
"Q 78206",3
"Q 78207",5
"Q 78208",1
"Q 78209",2
"Q 78210",1
"Q 78211",3
"Q 78212",4
"Q 78213",2
"Q 78214",1
"Q 78215",3
"Q 78216",4
"Q 78217",5
"Q 78218",5
"Q 78219",3
"Q 78220",2
"Q 78221",2
"Q 78222",5
"Q 78223",3
"Q 78224",2
"Q 78225",5
"Q 78226",5
"Q 78227",3
"Q 78228",1
"Q 78229",5
"Q 78230",1
"Q 78231",5
"Q 78232",3
"Q 78233",3
"Q 78234",1
"Q 78235",2
"Q 78236",5
"Q 78237",3
"Q 78238",2
"Q 78239",3
"Q 78240",3
"Q 78241",1
"Q 78242",4
"Q 78243",2
"Q 78244",5
"Q 78245",3
"Q 78246",3
"Q 78247",3
"Q 78248",4
"Q 78249",2
"Q 78250",2
"Q 78251",2
"Q 78252",3
"Q 78253",4
"Q 78254",3
"Q 78255",1
"Q 78256",4
"Q 78257",2
"Q 78258",1
"Q 78259",5
"Q 78260",3
"Q 78261",2
"Q 78262",5
"Q 78263",5
"Q 78264",3
"Q 78265",4
